lead_id,lead_source,customer_age_group,customer_location,vehicle_type,new_or_used,budget_range,finance_enquiry,trade_in,test_drive_completed,quote_provided,previous_customer,response_time_hours,follow_up_count,days_since_enquiry,converted
L1144,Phone,35-44,Far Suburb,SUV,New,Low,0,1,0,1,1,14.2,3,39,0
L1145,Walk-in,18-24,Far Suburb,Hatchback,Demo,Medium,1,0,0,1,0,7.3,5,34,0
L1146,Referral,25-34,Nearby Suburb,SUV,Used,Medium,1,0,1,0,0,28.1,3,29,0
L1147,Referral,55+,Local,SUV,Used,Medium,1,0,1,1,1,10.7,5,2,1
L1148,Carsales,35-44,Local,Ute,New,Low,0,0,1,1,0,4.3,2,19,1
L1149,Referral,35-44,Nearby Suburb,Hatchback,New,Medium,1,0,1,1,0,5.7,3,28,1
L1150,Referral,35-44,Nearby Suburb,Hatchback,Used,Low,0,1,1,1,1,5.5,6,35,1
L1151,Carsales,25-34,Local,Ute,Used,Low,1,0,0,0,1,32.3,6,40,0
L1152,Referral,25-34,Local,Hatchback,New,Medium,0,0,0,1,0,14.0,3,22,0
L1153,Carsales,25-34,Nearby Suburb,SUV,Demo,Low,0,0,0,0,0,14.3,3,4,0
L1154,Carsales,18-24,Local,Sedan,Demo,Medium,0,0,0,1,0,12.8,3,8,0
L1155,Carsales,45-54,Local,SUV,New,Medium,1,1,0,0,0,11.3,1,1,0
L1156,Carsales,25-34,Local,SUV,Used,Medium,0,0,0,1,0,6.5,5,36,0
L1157,Website,45-54,Nearby Suburb,Hatchback,Used,Medium,0,1,0,1,0,3.5,3,7,1
L1158,Referral,45-54,Far Suburb,Ute,Used,Low,0,1,0,1,0,12.0,4,25,0
L1159,Referral,25-34,Far Suburb,EV,New,Low,1,0,1,0,0,27.5,1,29,0
L1160,Website,35-44,Nearby Suburb,Hatchback,Used,High,1,0,0,1,0,11.6,3,1,1
L1161,Referral,35-44,Nearby Suburb,SUV,Used,Medium,1,1,0,1,0,21.3,5,18,0
L1162,Website,45-54,Local,SUV,New,Medium,1,1,1,1,0,1.8,3,4,1
L1163,Walk-in,25-34,Nearby Suburb,Ute,Used,Low,0,1,0,0,0,11.6,1,20,0
L1164,Carsales,35-44,Local,Hatchback,Used,Medium,0,1,0,1,0,6.2,3,8,0
L1165,Website,35-44,Nearby Suburb,Hatchback,Used,Medium,1,1,0,0,0,4.1,3,27,1
L1166,Referral,25-34,Local,Ute,New,Medium,0,0,0,1,1,23.9,4,39,0
L1167,Referral,25-34,Local,Hatchback,Demo,Medium,0,0,0,0,0,6.8,2,35,1
L1168,Phone,35-44,Local,Ute,Used,Low,0,1,0,1,1,14.0,6,25,0
L1169,Website,45-54,Local,SUV,New,Low,0,1,0,1,0,8.7,2,14,0
L1170,Walk-in,25-34,Local,Ute,New,High,0,0,1,0,0,3.0,4,44,0
L1171,Carsales,35-44,Local,Ute,Used,High,0,0,0,0,0,15.3,2,40,0
L1172,Social Media,25-34,Far Suburb,SUV,Demo,Low,0,0,0,1,0,7.2,7,31,0
L1173,Carsales,45-54,Local,Hatchback,New,Medium,0,0,0,0,1,16.9,7,5,0
L1174,Walk-in,25-34,Nearby Suburb,SUV,Used,Low,0,1,1,1,1,4.7,2,17,1
L1175,Carsales,55+,Far Suburb,EV,New,Low,0,0,0,0,1,6.3,5,10,0
L1176,Phone,25-34,Far Suburb,SUV,Used,Low,0,0,1,0,0,13.6,3,43,0
L1177,Carsales,25-34,Nearby Suburb,Hatchback,Demo,Low,1,0,1,0,0,5.0,3,16,0
L1178,Website,18-24,Far Suburb,SUV,Used,Medium,0,0,0,1,0,15.1,1,4,0
L1179,Carsales,18-24,Local,Hatchback,New,Medium,1,0,0,0,0,1.5,2,5,0
L1180,Phone,35-44,Local,SUV,Used,Low,1,0,0,1,0,3.5,4,42,0
L1181,Social Media,25-34,Local,SUV,New,Low,1,0,0,1,1,9.9,5,41,0
L1182,Walk-in,45-54,Nearby Suburb,Sedan,New,High,0,0,0,0,1,14.4,2,20,0
L1183,Carsales,18-24,Nearby Suburb,EV,Used,Low,0,0,0,1,0,10.2,2,6,0
L1184,Social Media,25-34,Local,SUV,Used,Medium,0,0,0,0,0,13.2,0,11,0
L1185,Website,25-34,Local,SUV,New,Low,1,1,0,1,0,6.9,5,17,0
L1186,Social Media,18-24,Nearby Suburb,Ute,Demo,Medium,0,0,1,0,0,1.3,2,41,0
L1187,Carsales,25-34,Local,Sedan,Used,Low,1,0,0,0,0,7.5,2,3,0
L1188,Website,25-34,Nearby Suburb,EV,New,Low,1,1,1,1,1,7.7,4,16,1
L1189,Walk-in,35-44,Nearby Suburb,SUV,Used,Low,0,0,1,1,0,20.1,6,36,0
L1190,Carsales,25-34,Nearby Suburb,Hatchback,Used,Low,0,1,1,0,0,14.9,1,26,0
L1191,Website,35-44,Nearby Suburb,SUV,Used,Medium,1,0,1,1,0,3.8,2,24,0
L1192,Phone,35-44,Far Suburb,SUV,Used,Medium,0,0,0,0,0,1.0,1,34,0
L1193,Walk-in,18-24,Nearby Suburb,Hatchback,Used,Low,0,1,0,1,1,8.6,2,20,1
L1194,Carsales,35-44,Nearby Suburb,Hatchback,New,Low,1,1,0,1,0,6.1,2,17,1
L1195,Website,55+,Nearby Suburb,Ute,Used,Medium,0,0,0,0,1,26.2,1,20,0
L1196,Referral,35-44,Local,SUV,Used,Medium,1,0,1,0,0,20.5,4,16,0
L1197,Social Media,35-44,Local,Sedan,New,High,1,0,1,0,0,3.0,2,4,0
L1198,Social Media,25-34,Local,Sedan,Used,Medium,1,1,0,0,0,14.6,2,18,0
L1199,Carsales,45-54,Local,EV,Demo,Medium,0,1,0,0,0,13.1,0,36,0
L1200,Website,45-54,Nearby Suburb,SUV,Demo,Medium,0,0,0,1,1,12.8,2,35,0
L1201,Carsales,35-44,Far Suburb,SUV,New,High,0,0,0,1,1,42.6,4,30,1
L1202,Website,55+,Local,Sedan,New,High,0,0,0,0,1,8.8,3,18,0
L1203,Website,25-34,Local,Hatchback,Used,Low,0,0,0,1,0,15.8,1,21,0
L1204,Walk-in,18-24,Far Suburb,SUV,New,Low,0,0,1,1,1,17.3,7,32,0
L1205,Phone,45-54,Local,EV,Demo,Low,0,0,0,1,1,12.1,2,5,1
L1206,Carsales,45-54,Nearby Suburb,SUV,New,Medium,0,1,1,1,0,26.0,3,41,1
L1207,Carsales,25-34,Nearby Suburb,Ute,New,Medium,1,1,1,1,1,10.9,3,23,1
L1208,Phone,25-34,Nearby Suburb,SUV,New,Medium,0,1,1,0,0,16.7,5,30,0
L1209,Walk-in,18-24,Local,Hatchback,New,Low,0,0,0,0,0,5.5,1,27,0
L1210,Social Media,25-34,Local,EV,Used,Medium,1,0,1,0,0,3.5,3,15,0
L1211,Walk-in,45-54,Local,SUV,Used,High,1,1,1,0,1,13.6,1,41,1
L1212,Phone,35-44,Nearby Suburb,EV,New,Low,0,0,0,0,0,9.1,3,14,0
L1213,Website,25-34,Nearby Suburb,Sedan,New,Medium,0,1,0,1,0,9.5,3,21,1
L1214,Referral,25-34,Local,EV,Used,Medium,1,0,1,0,0,7.4,5,34,0
L1215,Carsales,18-24,Nearby Suburb,Hatchback,New,High,1,0,0,1,0,16.5,5,26,0
L1216,Website,25-34,Far Suburb,SUV,Used,High,1,0,0,0,0,10.7,2,25,0
L1217,Website,35-44,Local,SUV,Used,Medium,1,0,0,1,0,34.8,1,31,0
L1218,Carsales,55+,Nearby Suburb,SUV,Used,Medium,0,1,1,1,0,10.5,2,6,1
L1219,Carsales,45-54,Nearby Suburb,SUV,Demo,High,0,0,1,0,1,12.5,1,4,1
L1220,Walk-in,18-24,Local,SUV,Demo,Medium,0,0,0,0,1,17.9,4,24,0
L1221,Social Media,55+,Local,SUV,Demo,Low,1,0,0,1,1,13.5,5,42,0
L1222,Website,45-54,Nearby Suburb,Sedan,New,Medium,1,1,1,0,0,3.6,5,31,1
L1223,Phone,45-54,Far Suburb,Ute,New,Low,1,0,1,0,0,8.2,0,19,1
L1224,Social Media,35-44,Far Suburb,SUV,New,Medium,0,0,1,0,0,5.2,5,11,0
L1225,Walk-in,25-34,Nearby Suburb,SUV,Demo,High,0,0,0,1,0,13.0,1,29,0
L1226,Carsales,25-34,Nearby Suburb,Hatchback,Demo,Medium,0,0,0,1,1,11.4,2,5,0
L1227,Walk-in,18-24,Local,SUV,Demo,Medium,1,0,0,1,0,17.1,2,18,0
L1228,Walk-in,25-34,Nearby Suburb,SUV,New,Low,1,1,1,1,1,18.7,0,3,1
L1229,Social Media,25-34,Nearby Suburb,SUV,Demo,Medium,0,0,0,1,0,5.2,3,40,0
L1230,Walk-in,35-44,Local,EV,New,Low,0,0,0,1,1,18.4,1,11,1
L1231,Referral,45-54,Nearby Suburb,Ute,New,Low,0,1,0,1,0,20.3,4,21,1
L1232,Website,35-44,Nearby Suburb,Sedan,New,Medium,0,0,0,0,0,4.3,3,30,0
L1233,Website,18-24,Local,Hatchback,New,Low,1,0,1,0,0,12.5,3,19,0
L1234,Website,55+,Far Suburb,Sedan,Used,Medium,0,0,0,1,0,22.8,5,25,0
L1235,Carsales,55+,Local,Hatchback,New,Medium,1,0,1,1,0,8.1,3,35,1
L1236,Walk-in,45-54,Local,Hatchback,Used,High,1,1,1,0,0,9.6,4,12,1
L1237,Referral,55+,Local,Hatchback,Used,Medium,1,1,0,0,0,12.4,1,26,0
L1238,Phone,35-44,Nearby Suburb,SUV,Demo,Low,0,1,1,1,1,10.6,1,5,1
L1239,Social Media,55+,Nearby Suburb,SUV,Used,Low,1,1,1,1,0,11.1,4,19,1
L1240,Website,18-24,Local,Sedan,New,Medium,0,0,1,0,1,14.7,2,27,0
L1241,Referral,25-34,Nearby Suburb,Ute,Used,Medium,0,0,0,1,0,15.1,3,38,0
L1242,Carsales,25-34,Local,Hatchback,Demo,Medium,0,0,0,1,0,9.3,1,29,0
L1243,Carsales,25-34,Nearby Suburb,Ute,New,Medium,0,0,0,1,0,27.7,3,12,0
L1244,Referral,25-34,Nearby Suburb,EV,Used,Low,0,1,1,0,0,5.2,4,19,1
L1245,Carsales,35-44,Local,SUV,New,Medium,0,1,1,0,0,16.8,2,9,1
L1246,Carsales,45-54,Far Suburb,Hatchback,New,Medium,1,0,1,0,0,1.0,4,18,0
L1247,Website,35-44,Local,Hatchback,Used,Low,0,0,0,0,0,10.1,9,29,0
L1248,Website,25-34,Local,EV,Demo,Low,1,0,0,1,0,0.8,4,3,0
L1249,Social Media,45-54,Nearby Suburb,EV,New,Low,1,0,1,0,0,10.5,2,23,0
L1250,Carsales,35-44,Far Suburb,Hatchback,Used,Low,0,0,0,1,0,13.4,5,30,0
L1251,Referral,25-34,Local,SUV,Demo,Medium,1,0,1,0,0,7.6,0,24,1
L1252,Phone,35-44,Local,Ute,Demo,Low,0,1,0,0,0,9.8,2,37,0
L1253,Website,25-34,Local,SUV,New,Low,0,1,0,1,0,15.9,2,37,0
L1254,Website,25-34,Nearby Suburb,Ute,Demo,Low,0,0,0,1,0,0.1,4,4,0
L1255,Carsales,55+,Local,EV,New,High,1,0,0,0,0,6.6,1,28,1
L1256,Phone,25-34,Nearby Suburb,Sedan,Used,High,0,0,0,1,1,23.2,3,16,0
L1257,Website,35-44,Far Suburb,Hatchback,New,Low,1,1,0,1,1,3.6,7,13,1
L1258,Phone,55+,Nearby Suburb,Sedan,New,Low,0,1,0,1,0,5.7,1,8,0
L1259,Website,45-54,Local,Sedan,Used,Low,1,1,0,1,0,1.4,3,25,0
L1260,Phone,18-24,Local,SUV,New,Medium,0,0,0,0,0,6.6,3,2,0
L1261,Walk-in,25-34,Local,Ute,New,Low,1,1,1,1,0,9.0,3,30,1
L1262,Referral,18-24,Far Suburb,EV,New,Medium,1,0,0,1,1,41.6,1,40,0
L1263,Walk-in,35-44,Local,EV,Used,Medium,1,0,1,0,1,12.8,1,3,1
L1264,Phone,35-44,Local,SUV,New,High,1,0,1,0,0,6.9,2,23,1
L1265,Website,25-34,Nearby Suburb,Ute,Used,Low,1,0,1,1,0,2.4,7,29,1
L1266,Website,55+,Local,Ute,New,High,0,1,1,0,1,5.7,5,41,0
L1267,Walk-in,35-44,Nearby Suburb,SUV,New,Medium,0,0,0,0,1,4.8,5,30,0
L1268,Phone,25-34,Local,SUV,New,Low,0,0,1,1,0,1.1,2,11,0
L1269,Carsales,35-44,Far Suburb,SUV,Used,Medium,0,0,1,0,0,3.5,8,21,1
L1270,Walk-in,35-44,Far Suburb,EV,New,Low,0,0,1,0,0,7.1,5,27,0
L1271,Carsales,18-24,Nearby Suburb,Hatchback,New,Low,0,0,0,1,0,7.9,4,24,0
L1272,Referral,25-34,Far Suburb,Hatchback,Demo,Low,0,0,0,1,1,15.7,3,31,0
L1273,Carsales,45-54,Local,SUV,Used,Medium,1,0,0,0,1,23.9,5,30,0
L1274,Website,35-44,Nearby Suburb,Hatchback,New,Medium,0,0,1,1,0,7.8,2,1,1
L1275,Phone,35-44,Nearby Suburb,SUV,New,High,1,1,1,1,1,17.2,4,1,1
L1276,Website,35-44,Nearby Suburb,Sedan,Demo,Low,0,0,0,1,0,6.9,0,8,0
L1277,Website,18-24,Local,Hatchback,New,High,1,0,0,0,0,4.5,2,42,0
L1278,Social Media,25-34,Local,SUV,New,Low,1,0,1,0,0,15.2,3,34,0
L1279,Website,35-44,Local,Ute,Used,Medium,0,1,0,0,0,6.8,7,16,0
L1280,Phone,25-34,Local,SUV,Used,Low,0,1,1,1,0,5.0,5,27,1
L1281,Carsales,18-24,Local,Hatchback,Used,Low,0,0,1,1,0,4.3,5,4,1
L1282,Carsales,45-54,Nearby Suburb,Sedan,New,High,0,0,0,1,1,2.1,3,19,0
L1283,Phone,55+,Local,Hatchback,New,Low,1,1,1,1,1,9.8,1,29,0
L1284,Website,45-54,Local,SUV,Used,Medium,1,1,0,1,0,6.0,2,41,1
L1285,Walk-in,45-54,Nearby Suburb,SUV,New,Medium,0,1,0,0,0,17.6,2,3,0
L1286,Phone,25-34,Nearby Suburb,EV,Used,Medium,0,1,1,1,0,28.0,5,11,0
L1287,Website,55+,Far Suburb,SUV,Used,Medium,0,1,1,1,1,4.3,1,8,1
L1288,Walk-in,25-34,Nearby Suburb,Ute,New,Medium,0,0,0,1,0,2.8,3,39,0
L1289,Website,55+,Local,EV,Demo,Low,1,0,0,0,0,24.4,2,33,0
L1290,Website,55+,Far Suburb,SUV,Used,Medium,0,1,0,1,0,10.6,2,8,1
L1291,Walk-in,45-54,Nearby Suburb,SUV,Used,High,0,1,0,0,0,10.3,3,25,0
L1292,Website,55+,Local,Hatchback,New,Low,0,0,0,0,0,12.0,5,24,0
L1293,Phone,35-44,Nearby Suburb,EV,New,Low,0,1,0,1,1,19.7,3,26,0
L1294,Carsales,25-34,Far Suburb,EV,Used,Medium,1,0,0,1,1,19.6,1,26,1
L1295,Referral,35-44,Local,Sedan,New,Medium,0,0,0,0,0,14.7,3,17,0
L1296,Website,35-44,Local,Ute,Demo,Medium,1,1,0,1,0,3.5,1,27,0
L1297,Website,18-24,Local,SUV,New,Low,1,0,1,0,0,1.7,3,29,0
L1298,Website,35-44,Local,EV,Used,Medium,0,0,1,0,1,3.6,2,43,1
L1299,Carsales,55+,Local,EV,New,Low,0,0,0,0,0,2.2,5,39,0
L1300,Carsales,25-34,Nearby Suburb,SUV,Used,Medium,1,0,0,1,0,15.9,4,9,0
L1301,Website,45-54,Local,SUV,New,Medium,1,0,0,1,0,5.6,5,14,0
L1302,Social Media,55+,Far Suburb,SUV,New,Low,1,0,0,1,0,14.5,1,5,0
L1303,Website,55+,Nearby Suburb,SUV,New,Medium,0,0,0,1,0,9.5,1,30,0
L1304,Phone,55+,Nearby Suburb,Ute,Demo,High,1,1,1,0,0,5.6,1,28,1
L1305,Carsales,35-44,Far Suburb,Sedan,New,Medium,0,1,1,0,0,4.3,2,37,1
L1306,Referral,55+,Local,SUV,Demo,High,1,0,1,1,0,5.2,2,8,1
L1307,Carsales,45-54,Nearby Suburb,SUV,Used,Medium,1,1,0,0,0,2.9,1,15,1
L1308,Referral,25-34,Nearby Suburb,EV,New,Medium,0,0,1,1,0,28.5,1,28,1
L1309,Walk-in,35-44,Far Suburb,Hatchback,Used,Low,1,0,1,1,0,8.7,4,36,1
L1310,Referral,45-54,Nearby Suburb,Sedan,New,Low,0,0,0,1,0,9.5,6,33,0
L1311,Website,25-34,Local,SUV,Demo,Low,1,1,0,0,0,9.3,3,6,1
L1312,Referral,35-44,Far Suburb,EV,Used,Medium,0,1,0,0,1,15.6,1,12,0
L1313,Phone,35-44,Local,Ute,New,High,1,0,0,1,0,4.8,6,7,1
L1314,Referral,25-34,Far Suburb,SUV,New,Low,0,0,1,0,0,20.4,2,28,0
L1315,Phone,35-44,Far Suburb,SUV,New,Medium,1,0,0,1,0,7.3,3,7,0
L1316,Carsales,45-54,Local,SUV,Demo,Medium,0,0,0,0,0,7.1,7,41,0
L1317,Phone,35-44,Nearby Suburb,SUV,New,Medium,0,0,0,0,0,22.5,3,1,1
L1318,Carsales,18-24,Local,Hatchback,Used,Medium,0,0,0,0,1,4.8,5,24,0
L1319,Website,18-24,Local,EV,New,Medium,1,1,1,0,0,12.5,4,19,0
L1320,Website,25-34,Nearby Suburb,Sedan,Demo,Low,0,0,0,1,0,9.2,4,32,0
L1321,Website,55+,Nearby Suburb,Ute,New,Low,1,1,1,0,1,5.5,4,30,1
L1322,Website,25-34,Far Suburb,Sedan,Used,High,0,1,0,0,1,13.9,6,1,0
L1323,Referral,35-44,Nearby Suburb,Hatchback,Used,Low,1,0,0,0,1,3.3,3,32,0
L1324,Website,25-34,Nearby Suburb,Ute,Used,Low,0,1,0,0,1,5.5,3,20,0
L1325,Social Media,25-34,Far Suburb,SUV,New,High,0,1,1,0,1,10.0,4,21,1
L1326,Walk-in,45-54,Far Suburb,Sedan,New,Low,0,0,0,0,0,25.8,7,19,0
L1327,Website,45-54,Local,Hatchback,New,Medium,0,0,0,1,0,24.3,2,30,0
L1328,Carsales,18-24,Far Suburb,SUV,Used,Low,0,1,0,1,0,12.6,1,28,0
L1329,Carsales,35-44,Local,Sedan,New,Medium,0,0,0,1,0,7.5,2,32,0
L1330,Phone,18-24,Far Suburb,Sedan,Used,Low,1,0,1,1,1,1.3,3,30,1
L1331,Phone,35-44,Local,EV,New,Low,1,0,0,0,0,17.3,2,23,0
L1332,Carsales,35-44,Local,Sedan,Demo,Medium,1,1,0,1,0,19.0,3,27,1
L1333,Website,18-24,Local,Ute,Demo,Medium,0,1,0,1,1,12.5,4,37,1
L1334,Social Media,25-34,Nearby Suburb,Sedan,Used,Medium,1,1,1,0,1,7.7,0,26,0
L1335,Social Media,25-34,Local,Ute,New,High,0,0,0,1,0,16.3,5,3,1
L1336,Carsales,55+,Local,Hatchback,New,Low,1,0,1,0,1,9.0,0,31,1
L1337,Website,55+,Nearby Suburb,Ute,New,Medium,0,0,1,0,0,8.2,5,2,1
L1338,Carsales,18-24,Far Suburb,Sedan,New,Medium,0,1,0,1,0,2.2,4,10,0
L1339,Website,45-54,Local,Hatchback,Used,High,0,0,0,0,0,15.7,4,38,0
L1340,Website,25-34,Local,Hatchback,Used,Low,1,0,0,0,0,10.3,4,19,0
L1341,Walk-in,25-34,Local,Sedan,Demo,Medium,0,0,1,0,0,24.2,2,31,0
L1342,Phone,45-54,Local,SUV,New,High,1,0,0,0,1,5.9,1,29,1
L1343,Referral,55+,Far Suburb,SUV,Used,Low,0,1,0,0,1,4.5,2,25,0
L1344,Carsales,55+,Far Suburb,SUV,Used,High,1,1,1,1,1,18.9,5,32,1
L1345,Carsales,35-44,Nearby Suburb,Ute,Used,Low,1,1,0,1,0,21.6,2,17,0
L1346,Walk-in,25-34,Local,SUV,New,Medium,0,0,0,1,0,9.4,1,23,0
L1347,Walk-in,45-54,Nearby Suburb,SUV,Used,High,0,1,0,0,0,16.8,5,18,0
L1348,Walk-in,25-34,Nearby Suburb,Ute,Used,Medium,1,1,0,1,0,7.3,3,11,1
L1349,Social Media,35-44,Far Suburb,SUV,Used,Medium,0,0,0,1,0,7.6,1,20,0
L1350,Website,25-34,Nearby Suburb,Sedan,Demo,Low,0,1,0,0,0,12.6,0,13,0
L1351,Referral,35-44,Nearby Suburb,SUV,New,High,1,0,1,1,0,7.6,5,24,1
L1352,Phone,25-34,Nearby Suburb,EV,New,Medium,1,1,0,1,1,11.3,3,43,0
L1353,Phone,25-34,Local,Ute,Used,Low,0,1,1,1,0,10.1,3,20,0
L1354,Carsales,55+,Far Suburb,Ute,Used,Medium,1,1,1,0,1,3.7,2,42,1
L1355,Phone,18-24,Nearby Suburb,Sedan,New,Medium,0,0,0,0,0,11.2,2,28,0
L1356,Referral,35-44,Nearby Suburb,Ute,Used,Low,0,0,1,1,1,3.8,3,35,0
L1357,Social Media,25-34,Local,SUV,Demo,Low,1,0,0,1,0,15.9,2,21,0
L1358,Walk-in,18-24,Nearby Suburb,SUV,Demo,Low,0,0,1,1,0,19.1,5,6,1
L1359,Walk-in,18-24,Nearby Suburb,SUV,New,Medium,0,1,1,1,0,8.3,3,7,0
L1360,Carsales,25-34,Local,Hatchback,Demo,Medium,1,1,0,1,1,25.9,4,29,0
L1361,Social Media,45-54,Local,Sedan,Used,Medium,1,1,0,0,0,21.3,3,23,0
L1362,Website,25-34,Nearby Suburb,Sedan,Used,High,1,0,0,1,0,11.4,5,5,1
L1363,Carsales,55+,Nearby Suburb,SUV,Used,High,1,1,0,0,1,7.7,1,22,1
L1364,Carsales,35-44,Nearby Suburb,Sedan,Used,Medium,1,1,0,1,0,18.0,3,9,0
L1365,Carsales,35-44,Local,Hatchback,Used,Low,0,1,0,1,0,26.2,4,32,0
L1366,Website,35-44,Nearby Suburb,Sedan,New,Medium,0,0,1,0,0,12.0,2,10,1
L1367,Carsales,35-44,Local,Ute,Used,Medium,1,0,0,1,0,29.0,1,43,0
L1368,Social Media,45-54,Local,SUV,Used,Medium,0,0,1,0,0,6.4,1,28,0
L1369,Website,25-34,Local,Ute,New,Medium,1,1,1,0,0,14.9,3,11,1
L1370,Website,25-34,Local,Hatchback,Demo,Medium,1,1,0,0,0,9.4,3,7,0
L1371,Social Media,55+,Local,SUV,Used,High,0,1,1,0,0,4.3,1,30,0
L1372,Website,55+,Local,SUV,Used,Low,1,0,0,0,1,6.9,6,43,0
L1373,Referral,55+,Local,Hatchback,New,Medium,0,0,0,0,0,19.0,2,38,0
L1374,Phone,25-34,Local,Ute,Used,Low,0,1,1,1,0,8.6,1,34,1
L1375,Website,45-54,Nearby Suburb,Sedan,New,High,1,1,0,1,0,6.2,6,28,0
L1376,Referral,35-44,Nearby Suburb,SUV,New,Low,0,1,0,1,0,22.0,3,32,0
L1377,Phone,35-44,Local,Ute,Used,Low,0,1,1,0,0,18.6,1,16,0
L1378,Phone,25-34,Far Suburb,Hatchback,New,Low,0,0,1,1,0,7.1,2,39,1
L1379,Walk-in,35-44,Local,Sedan,Used,Medium,1,1,1,1,0,30.0,2,1,1
L1380,Carsales,25-34,Nearby Suburb,Sedan,New,Low,1,1,1,0,1,9.0,4,34,1
L1381,Website,25-34,Local,SUV,New,Medium,1,0,0,1,0,12.0,3,41,1
L1382,Walk-in,45-54,Local,Hatchback,New,Medium,1,0,0,0,0,10.0,3,23,0
L1383,Social Media,25-34,Nearby Suburb,Sedan,Demo,Low,0,0,1,1,0,4.9,5,20,0
L1384,Walk-in,18-24,Nearby Suburb,EV,Used,Low,1,0,0,0,0,8.4,1,18,0
L1385,Carsales,18-24,Far Suburb,Sedan,Used,High,1,1,0,0,1,9.3,3,18,0
L1386,Walk-in,55+,Nearby Suburb,Sedan,New,Medium,0,0,0,1,0,1.7,5,42,0
L1387,Carsales,35-44,Far Suburb,Hatchback,New,Medium,0,0,1,0,0,11.6,3,40,0
L1388,Website,25-34,Local,EV,Demo,Medium,1,0,0,0,0,17.1,3,21,0
L1389,Social Media,45-54,Local,Ute,New,Low,1,0,1,1,0,3.8,2,8,0
L1390,Phone,45-54,Local,Sedan,New,Low,1,0,0,1,0,15.1,4,34,0
L1391,Website,25-34,Local,Hatchback,Used,Low,1,1,0,1,0,19.7,4,11,1
L1392,Website,45-54,Nearby Suburb,Hatchback,New,High,0,0,0,0,0,0.2,4,43,0
L1393,Website,45-54,Nearby Suburb,Sedan,Used,High,1,0,0,0,0,8.5,0,43,0
L1394,Phone,35-44,Local,SUV,Used,Medium,0,0,1,1,0,29.6,4,10,1
L1395,Walk-in,25-34,Far Suburb,Sedan,New,Low,0,0,0,0,0,11.4,2,8,0
L1396,Referral,45-54,Far Suburb,SUV,New,Low,1,0,0,0,0,1.7,2,8,0
L1397,Phone,35-44,Local,EV,New,Low,0,0,0,1,0,3.2,5,19,0
L1398,Website,25-34,Local,SUV,Demo,Medium,1,1,0,0,1,11.8,3,1,0
L1399,Carsales,35-44,Local,EV,Used,Low,0,1,0,0,0,14.6,2,3,0
L1400,Carsales,18-24,Local,Sedan,New,High,0,0,0,0,1,9.9,5,44,0
L1401,Website,25-34,Local,Hatchback,New,Medium,0,0,1,0,0,11.3,2,32,0
L1402,Website,45-54,Nearby Suburb,Sedan,Used,High,0,1,1,0,1,10.1,1,16,1
L1403,Website,18-24,Local,SUV,Used,Medium,0,1,0,0,0,5.8,3,30,0
L1404,Carsales,25-34,Local,Sedan,New,Medium,0,0,0,0,0,10.1,3,28,0
L1405,Carsales,35-44,Far Suburb,SUV,New,Medium,1,1,0,1,1,2.4,1,28,0
L1406,Phone,18-24,Nearby Suburb,Hatchback,New,Medium,0,1,0,1,1,7.4,3,16,1
L1407,Referral,55+,Far Suburb,Sedan,Used,Medium,0,1,1,0,0,13.9,1,41,0
L1408,Referral,25-34,Local,Ute,Demo,Medium,1,0,1,1,0,4.7,4,33,0
L1409,Phone,25-34,Local,SUV,New,Medium,1,0,0,0,0,7.9,3,25,0
L1410,Referral,25-34,Nearby Suburb,SUV,Used,High,0,0,1,0,1,10.6,4,18,1
L1411,Website,25-34,Local,Sedan,New,Medium,1,1,0,0,0,28.5,3,26,0
L1412,Website,18-24,Local,EV,New,Medium,1,0,0,1,0,18.6,6,6,1
L1413,Walk-in,45-54,Nearby Suburb,Hatchback,New,High,0,0,0,1,0,2.4,1,38,0
L1414,Website,55+,Nearby Suburb,Sedan,Used,Low,0,1,0,1,1,33.0,3,44,0
L1415,Phone,25-34,Local,Sedan,Used,Low,1,1,1,0,0,23.0,5,3,1
L1416,Social Media,35-44,Nearby Suburb,SUV,Used,Medium,1,1,0,0,0,11.1,2,43,0
L1417,Website,45-54,Local,EV,New,Medium,1,1,0,1,1,16.6,3,6,1
L1418,Website,45-54,Local,Hatchback,New,High,0,1,1,0,0,5.2,2,14,0
L1419,Phone,35-44,Local,SUV,New,Medium,0,0,1,1,1,9.3,5,18,1
L1420,Social Media,25-34,Local,Hatchback,Used,Medium,1,1,1,1,0,5.0,0,16,1
L1421,Walk-in,25-34,Local,SUV,New,Medium,0,1,1,1,0,14.5,1,24,0
L1422,Phone,45-54,Far Suburb,EV,Used,Low,0,0,0,1,0,39.4,3,13,0
L1423,Website,45-54,Nearby Suburb,SUV,New,Medium,1,0,1,1,0,7.1,3,1,1
L1424,Website,25-34,Nearby Suburb,Hatchback,New,High,0,1,1,1,0,8.6,4,38,1
L1425,Social Media,25-34,Local,SUV,Used,Low,1,0,1,1,0,9.5,4,14,1
L1426,Social Media,55+,Local,Hatchback,New,Medium,1,1,1,0,0,7.4,4,17,1
L1427,Website,45-54,Local,Ute,New,Medium,0,0,0,1,0,13.9,5,13,0
L1428,Social Media,55+,Local,Hatchback,New,Low,1,0,1,0,0,19.5,3,13,0
L1429,Carsales,45-54,Local,Hatchback,Used,Low,0,0,0,0,0,6.2,4,9,0
